title,type,source,episodes,status,rating,score,scored_by,rank,popularity,members,favorites,year,season,has_year,has_season,genres,demographics
From A to Z,Music,Original,1,Finished Airing,G - ALL AGES,6.0,288.0,99999,17255,523,0,-1,Unknown,0,0,,
Yamanai Ame,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,312.0,99999,16643,593,0,-1,Unknown,0,0,,
Zombie-ga Doeeo Beorin Naui Ttal,Tv,Web Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,220.0,10098,9505,4406,31,2022,Spring,1,1,"Comedy, Supernatural",
Daraku Seikatsu,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,123.0,99999,21452,233,0,-1,Unknown,0,0,,
Gintama: The Final x Mameshiba,Cm,Unknown,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,479.0,99999,12403,1850,3,-1,Unknown,0,0,Comedy,
Nozoki Kanojo,Ova,Original,4,Finished Airing,RX - HENTAI,6.0,2134.0,99999,8441,6075,18,-1,Unknown,0,0,Hentai,
Boku no Yayoi-san 2,Ova,Manga,2,Finished Airing,RX - HENTAI,6.0,2163.0,99999,9020,5152,9,-1,Unknown,0,0,Hentai,
Elf no Futagohime: Willan to Arsura,Ova,Visual Novel,1,Finished Airing,RX - HENTAI,6.0,1636.0,99999,9387,4587,5,-1,Unknown,0,0,"Fantasy, Hentai",
Ryoujoku Guerrilla Kari 3,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,6.0,896.0,99999,10591,3158,8,-1,Unknown,0,0,Hentai,
Neko Matsuri,Music,Original,1,Finished Airing,G - ALL AGES,6.0,1010.0,99999,11676,2298,15,-1,Unknown,0,0,,
Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,Ova,Manga,6,Finished Airing,RX - HENTAI,6.0,3252.0,99999,7426,8366,57,-1,Unknown,0,0,Hentai,
Ane Log: Moyako Neesan no Tomaranai Monologue,Ova,Manga,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,16470.0,10081,3558,46248,58,-1,Unknown,0,0,"Comedy, Ecchi",Shounen
Boku wa Kimi no Namida,Music,Original,1,Finished Airing,G - ALL AGES,6.0,236.0,99999,18010,455,3,-1,Unknown,0,0,,Kids
Bungaku Shoujo,Music,Other,1,Finished Airing,PG - CHILDREN,6.0,352.0,99999,14896,916,2,-1,Unknown,0,0,,
Xia Lan,Tv,Original,156,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,173.0,10096,13901,1193,2,2012,Winter,1,1,"Action, Adventure, Drama, Fantasy, Supernatural",
Santa Company: Christmas no Himitsu,Movie,Original,1,Finished Airing,PG - CHILDREN,6.0,194.0,10085,13203,1441,0,-1,Unknown,0,0,Fantasy,
Mahou no Star Magical Emi: Finale! Finale!,Ova,Original,1,Finished Airing,G - ALL AGES,6.0,267.0,10109,14281,1083,0,-1,Unknown,0,0,Comedy,
Shi Wan Ge Leng Xiaohua 2nd Season,Ona,Web Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,144.0,10087,16971,555,0,-1,Unknown,0,0,Comedy,
Microid S,Tv,Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,226.0,10104,14756,953,0,1973,Spring,1,1,"Action, Sci-Fi",
Stray Sheep: Poe no Chicchana Daibouken,Tv,Original,18,Finished Airing,PG - CHILDREN,6.0,136.0,10091,17076,542,2,2001,Fall,1,1,Comedy,Kids
Anne's Secret Diary,Movie,Other,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,159.0,10081,18175,442,1,-1,Unknown,0,0,"Avant Garde, Drama",
Nine: Kanketsu-hen,Tv Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,372.0,10107,13968,1167,0,-1,Unknown,0,0,"Romance, Sports",Shounen
Bai Gui Youeryuan 3rd Season,Ona,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,123.0,10076,18011,455,0,-1,Unknown,0,0,Comedy,
Hidari no O'Clock!!,Ova,Unknown,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,344.0,10091,14584,995,0,-1,Unknown,0,0,Drama,
Kiki to Lala no Mamatte Suteki!,Ova,Unknown,1,Finished Airing,G - ALL AGES,6.0,129.0,10100,17926,461,1,-1,Unknown,0,0,,Kids
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,Movie,Unknown,1,Finished Airing,G - ALL AGES,6.0,275.0,10106,15351,807,0,-1,Unknown,0,0,"Adventure, Comedy, Sci-Fi",
Adachi-ga Hara,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,1143.0,10075,11628,2336,1,-1,Unknown,0,0,Sci-Fi,
11eyes: Momoiro Genmutan,Special,Visual Novel,1,Finished Airing,R+ - MILD NUDITY,6.0,23826.0,10070,3779,41749,22,-1,Unknown,0,0,"Action, Supernatural, Ecchi",
Sekai Meisaku Douwa,Unknown,Unknown,20,Finished Airing,G - ALL AGES,6.0,210.0,10087,14885,917,2,-1,Unknown,0,0,Fantasy,
Doujouji,Movie,Other,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,929.0,10086,11804,2214,3,-1,Unknown,0,0,"Award Winning, Supernatural",
By Your Side,Music,Original,1,Finished Airing,PG - CHILDREN,6.0,941.0,99999,12911,1568,1,-1,Unknown,0,0,,
Apfelland Monogatari,Ova,Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,1120.0,10075,10881,2902,2,-1,Unknown,0,0,"Adventure, Drama",
Urvan,Ona,Original,1,Finished Airing,PG - CHILDREN,6.0,545.0,10095,13824,1220,1,-1,Unknown,0,0,"Mystery, Sci-Fi",
Uchuu Icchokusen,Movie,Unknown,1,Finished Airing,G - ALL AGES,6.0,125.0,10094,14419,1043,5,-1,Unknown,0,0,"Fantasy, Mystery, Sci-Fi",
Tezuka Osamu no Don Dracula,Tv,Manga,8,Finished Airing,R+ - MILD NUDITY,6.0,1511.0,10099,10283,3461,3,1982,Spring,1,1,"Comedy, Horror, Supernatural",
The Borgman: Last Battle,Ova,Other,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,701.0,10099,12638,1707,0,-1,Unknown,0,0,"Action, Sci-Fi",
Yakumotatsu,Ova,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,1875.0,10105,9002,5175,6,-1,Unknown,0,0,"Adventure, Horror, Supernatural",Shoujo
Ajin Senshi,Movie,Unknown,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,466.0,10072,11869,2179,0,-1,Unknown,0,0,"Fantasy, Sci-Fi",
Ndaho Kekkon Omedetou!!,Ona,Original,1,Finished Airing,G - ALL AGES,6.0,237.0,10106,17132,537,0,-1,Unknown,0,0,Slice of Life,
Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,209.0,10081,14147,1118,0,-1,Unknown,0,0,Comedy,
Mini Van Large,Ona,Original,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,224.0,10105,15097,864,0,-1,Unknown,0,0,Comedy,
Ribbon no Kishi (1999),Movie,Unknown,1,Finished Airing,G - ALL AGES,6.0,228.0,10118,15129,857,1,-1,Unknown,0,0,Adventure,
Kouryuu Densetsu Villgust,Ova,Game,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,1342.0,10108,10895,2892,4,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy, Romance",
Sore Ike! Anpanman: Ruby no Negai,Movie,Unknown,1,Finished Airing,PG - CHILDREN,6.0,280.0,10090,15093,864,1,-1,Unknown,0,0,Comedy,Kids
Hanakappa,Tv,Picture Book,0,Currently Airing,PG - CHILDREN,6.0,187.0,10082,14116,1125,0,2010,Spring,1,1,Comedy,Kids
Memory,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,1862.0,10110,10286,3459,0,-1,Unknown,0,0,"Avant Garde, Comedy, Drama, Mystery",
Hello Kitty: Ringo no Mori no Fantasy,Tv,Unknown,13,Finished Airing,PG - CHILDREN,6.0,391.0,10083,13494,1329,7,2006,Spring,1,1,"Comedy, Fantasy",Kids
Kiss Dum: Omokage,Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,354.0,10100,13623,1282,0,-1,Unknown,0,0,Sci-Fi,
Onigiri ni Naritai Cogimyun,Tv,Other,10,Finished Airing,G - ALL AGES,6.0,113.0,10109,17054,544,1,2020,Winter,1,1,Fantasy,Kids
Catblue: Dynamite,Ona,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),6.0,819.0,10077,11641,2320,1,-1,Unknown,0,0,"Action, Fantasy",
Darkside Blues,Movie,Manga,1,Finished Airing,R+ - MILD NUDITY,6.0,4735.0,10078,6365,12158,29,-1,Unknown,0,0,"Horror, Mystery, Sci-Fi",
Earthian,Ova,Manga,4,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),6.0,3974.0,10080,6477,11644,24,-1,Unknown,0,0,"Boys Love, Drama",Shoujo
Shuumatsu Train Doko e Iku? Recap,Tv Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,988.0,10149,12041,2070,0,-1,Unknown,0,0,Adventure,
Succubus ★ Connect!,Ova,Game,0,Currently Airing,RX - HENTAI,5.99,584.0,99999,11758,2241,4,-1,Unknown,0,0,Hentai,
Shuumatsu no Walküre II Mini Anime,Ona,Manga,18,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,300.0,10155,14199,1107,3,-1,Unknown,0,0,Comedy,
Soushoku Dragon Chokotto,Ona,Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,118.0,10151,17864,468,0,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",
Ocean Bby,Music,Music,1,Finished Airing,G - ALL AGES,5.99,108.0,99999,21944,208,1,-1,Unknown,0,0,Avant Garde,
Habataki no Fortissimo,Music,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,174.0,99999,19354,355,0,-1,Unknown,0,0,,
Monster Disco,Music,Original,1,Finished Airing,G - ALL AGES,5.99,194.0,99999,18827,395,0,-1,Unknown,0,0,Supernatural,
Flopnik,Music,Original,1,Finished Airing,G - ALL AGES,5.99,105.0,99999,22085,199,0,-1,Unknown,0,0,,
Anata no France wa Donna Tokoro?,Ona,Original,1,Finished Airing,G - ALL AGES,5.99,204.0,10126,17279,521,1,-1,Unknown,0,0,Slice of Life,
Nonnon,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,154.0,99999,20373,293,0,-1,Unknown,0,0,,
Bucchigire!,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,10897.0,10131,3917,38684,145,2022,Summer,1,1,Action,
Ginga Dento,Music,Original,1,Finished Airing,G - ALL AGES,5.99,142.0,99999,20432,290,0,-1,Unknown,0,0,Sci-Fi,
Hand,Music,Original,1,Finished Airing,G - ALL AGES,5.99,118.0,99999,21497,230,0,-1,Unknown,0,0,,
"I ""Witch"" You A Happy Halloween!",Music,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,238.0,99999,17623,488,2,-1,Unknown,0,0,,
Arikitari Heroes,Music,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),5.99,140.0,99999,20211,301,0,-1,Unknown,0,0,"Horror, Mystery, Supernatural",
Mitsuwano,Ova,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,2316.0,10123,8956,5246,1,-1,Unknown,0,0,Slice of Life,
Lovely Day: Boku to Kanojo no Nana Nichikan,Ova,Manga,1,Finished Airing,RX - HENTAI,5.99,1944.0,99999,8728,5628,12,-1,Unknown,0,0,Hentai,
Mahoutsukai Jiji,Ona,Original,1,Finished Airing,PG - CHILDREN,5.99,998.0,10116,12303,1914,1,-1,Unknown,0,0,Fantasy,
Choukou Sennin Haruka,Ova,Visual Novel,3,Finished Airing,RX - HENTAI,5.99,2252.0,99999,7918,7097,10,-1,Unknown,0,0,Hentai,
Anata no Shiranai Kangofu: Seiteki Byoutou 24-ji,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,5.99,2040.0,99999,8422,6110,19,-1,Unknown,0,0,Hentai,
Natural 2: Duo,Ova,Visual Novel,4,Finished Airing,RX - HENTAI,5.99,659.0,99999,12029,2077,0,-1,Unknown,0,0,Hentai,
Inma Youjo,Ova,Unknown,5,Finished Airing,RX - HENTAI,5.99,852.0,99999,10707,3058,7,-1,Unknown,0,0,"Fantasy, Horror, Supernatural, Hentai",
Torajima no Miime,Special,Unknown,2,Finished Airing,G - ALL AGES,5.99,440.0,10162,13661,1271,0,-1,Unknown,0,0,Slice of Life,
Guomin Laogong Dai Huijia 3rd Season,Ona,Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,1296.0,10140,8939,5269,9,-1,Unknown,0,0,"Drama, Romance",
Guomin Laogong Dai Huijia,Ona,Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,5182.0,10145,4989,22633,78,-1,Unknown,0,0,"Drama, Romance",
Ongaku Shoujo (TV),Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,5472.0,10125,5528,17425,30,2018,Summer,1,1,Slice of Life,
Himawari,Music,Original,1,Finished Airing,G - ALL AGES,5.99,197.0,99999,18405,426,0,-1,Unknown,0,0,,
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,Movie,Other,1,Finished Airing,PG - CHILDREN,5.99,129.0,10155,15517,769,1,-1,Unknown,0,0,"Adventure, Sci-Fi",
Metroid Short Animation,Ona,Game,1,Finished Airing,G - ALL AGES,5.99,440.0,10119,15002,888,0,-1,Unknown,0,0,Sci-Fi,
Shinya! Tensai Bakabon,Tv,Manga,12,Finished Airing,G - ALL AGES,5.99,1221.0,10147,10114,3643,3,2018,Summer,1,1,"Comedy, Slice of Life",
A Viva Non Non,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,189.0,99999,19306,358,0,-1,Unknown,0,0,Avant Garde,
Monster Strike: Katsubou no Hate no Risoukyou,Ona,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,794.0,10123,11231,2609,0,-1,Unknown,0,0,"Action, Fantasy",
Shounen Ashibe: Go! Go! Goma-chan 2,Tv,4-Koma Manga,32,Finished Airing,G - ALL AGES,5.99,383.0,10146,13746,1245,2,2017,Spring,1,1,"Comedy, Slice of Life",Seinen
Giniro no Kami no Agito Pilot,Special,Original,1,Finished Airing,PG - CHILDREN,5.99,280.0,10138,13980,1165,0,-1,Unknown,0,0,"Adventure, Drama, Fantasy, Sci-Fi",
Flying Witch Petit Special,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,2780.0,10141,7238,8919,5,-1,Unknown,0,0,"Fantasy, Slice of Life",
September,Music,Music,1,Finished Airing,G - ALL AGES,5.99,141.0,99999,20486,287,0,-1,Unknown,0,0,Fantasy,
Nanimo Shite Agerarenai,Music,Original,1,Finished Airing,G - ALL AGES,5.99,646.0,99999,13269,1415,0,-1,Unknown,0,0,,
Look Plus One Piece Special Movie,Cm,Other,1,Finished Airing,G - ALL AGES,5.99,2304.0,99999,8530,5931,12,-1,Unknown,0,0,Comedy,Shounen
The Snack World,Movie,Mixed Media,1,Finished Airing,G - ALL AGES,5.99,118.0,10155,18023,454,0,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",Kids
Azur Lane Recap,Tv Special,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,1881.0,10127,8367,6206,6,-1,Unknown,0,0,"Action, Sci-Fi",
Mini Hama: Minimum Hamatora Movies,Movie,Mixed Media,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,758.0,10121,10593,3158,2,-1,Unknown,0,0,"Comedy, Mystery",
Hakushon Daimaou 2020,Tv,Original,20,Finished Airing,G - ALL AGES,5.99,271.0,10141,13206,1439,0,2020,Spring,1,1,"Comedy, Fantasy",
Doushitemo Eto ni Hairitai,Tv,Web Manga,13,Finished Airing,G - ALL AGES,5.99,133.0,10136,16235,648,2,2015,Fall,1,1,Comedy,
Go for 2020,Pv,Original,1,Finished Airing,G - ALL AGES,5.99,348.0,99999,15465,781,1,-1,Unknown,0,0,"Drama, Sports",
Wangpai Yushi Di 0 Ji,Ona,Unknown,1,Finished Airing,PG - CHILDREN,5.99,416.0,10164,13583,1296,1,-1,Unknown,0,0,"Comedy, Fantasy, Supernatural",
Kumi to Tulip,Movie,Original,1,Finished Airing,G - ALL AGES,5.99,827.0,10114,11786,2225,1,-1,Unknown,0,0,Sci-Fi,Kids
Mug,Music,Original,1,Finished Airing,G - ALL AGES,5.99,257.0,99999,17266,522,1,-1,Unknown,0,0,Avant Garde,
Cybot Robocchi,Tv,Unknown,39,Finished Airing,G - ALL AGES,5.99,209.0,10132,15565,758,0,1982,Fall,1,1,"Comedy, Sci-Fi",
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Ova,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,508.0,10129,11391,2498,0,-1,Unknown,0,0,Mystery,
Xiongmao Monogatari TaoTao,Movie,Unknown,1,Finished Airing,PG - CHILDREN,5.99,196.0,10165,16856,568,0,-1,Unknown,0,0,"Comedy, Fantasy",Kids
The Adventures of Hello Kitty & Friends,Tv,Unknown,52,Finished Airing,PG - CHILDREN,5.99,352.0,10152,13977,1162,7,-1,Unknown,0,0,Fantasy,Kids
Manga Aesop Monogatari,Movie,Unknown,1,Finished Airing,PG - CHILDREN,5.99,173.0,10112,16483,614,1,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Magical★Taruruuto-kun Movie,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,167.0,10116,14889,918,1,-1,Unknown,0,0,"Adventure, Comedy, Fantasy, Ecchi",Shounen
Don't Cry (Movie),Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,122.0,10134,17884,466,0,-1,Unknown,0,0,"Action, Sci-Fi, Suspense",
Sore Ike! Anpanman: Minami no Umi wo Sukue!,Tv Special,Unknown,1,Finished Airing,PG - CHILDREN,5.99,138.0,10157,16399,627,0,-1,Unknown,0,0,"Comedy, Fantasy",Kids
Vampiyan Kids: Pilot,Special,Original,1,Finished Airing,G - ALL AGES,5.99,578.0,10160,13536,1314,0,-1,Unknown,0,0,"Action, Comedy",Kids
Black Jack: Karte NG Extras,Special,Manga,1,Finished Airing,G - ALL AGES,5.99,518.0,10129,12785,1630,1,-1,Unknown,0,0,Comedy,
Soratobu Toshi Keikaku,Music,Original,1,Finished Airing,G - ALL AGES,5.99,1293.0,99999,11837,2195,2,-1,Unknown,0,0,Sci-Fi,
K×Drop!!,Ona,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,687.0,10110,13815,1223,0,-1,Unknown,0,0,"Comedy, Suspense",
Shining Hearts: Shiawase no Pan Specials,Special,Game,6,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,840.0,10145,11061,2752,1,-1,Unknown,0,0,Fantasy,
Angelique: Twin Collection,Ova,Visual Novel,8,Finished Airing,PG - CHILDREN,5.99,589.0,10126,12160,2001,1,-1,Unknown,0,0,"Fantasy, Sci-Fi",Shoujo
The iDOLM@STER SideM: Wake Atte Mini! Specials,Special,Manga,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,136.0,10153,15604,750,1,-1,Unknown,0,0,Comedy,
Game Center Arashi,Tv,Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,419.0,10137,13777,1234,3,1982,Spring,1,1,Comedy,Kids
Sengoku☆Paradise Kiwami,Tv,Visual Novel,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,1165.0,10144,8568,5877,3,2011,Fall,1,1,"Action, Romance",Josei
Kusatta Kyoushi no Houteishiki,Ova,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,2274.0,10114,8704,5685,11,-1,Unknown,0,0,"Boys Love, Comedy",
Seikon no Qwaser II Picture Drama,Special,Manga,4,Finished Airing,R+ - MILD NUDITY,5.99,4895.0,10144,5839,15087,12,-1,Unknown,0,0,Ecchi,Seinen
Ryuusei Sentai Musumet,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,1387.0,10143,9997,3814,2,2004,Fall,1,1,"Adventure, Comedy, Romance, Sci-Fi, Ecchi",
Mouryou Senki Madara,Ova,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,1221.0,10124,10594,3155,7,-1,Unknown,0,0,"Adventure, Supernatural",
Maze☆Bakunetsu Jikuu,Ova,Manga,2,Finished Airing,R+ - MILD NUDITY,5.99,1709.0,10118,9499,4414,4,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy",Shounen
Boruto: Naruto Next Generations,Tv,Manga,293,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.99,462884.0,10137,211,906382,7407,2017,Spring,1,1,"Action, Adventure, Fantasy",Shounen
Araiguma Calcal-dan,Tv,Book,0,Currently Airing,G - ALL AGES,5.98,114.0,10194,13430,1354,4,2025,Spring,1,1,Comedy,
Azur Lane Avengers!,Ona,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,144.0,10192,18125,446,0,-1,Unknown,0,0,"Action, Comedy",
Gyudon Carnival!,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,183.0,99999,19247,362,0,-1,Unknown,0,0,Comedy,
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,Ova,Visual Novel,1,Finished Airing,RX - HENTAI,5.98,1209.0,99999,10602,3148,15,-1,Unknown,0,0,Hentai,
Jashin-chan Mame Anime,Ona,Web Manga,30,Finished Airing,G - ALL AGES,5.98,320.0,10180,13922,1187,3,-1,Unknown,0,0,Comedy,
Steel Wonder,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,158.0,99999,20014,313,0,-1,Unknown,0,0,,
Jantama Pong☆ Episode 0,Special,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,1855.0,10173,10504,3229,1,-1,Unknown,0,0,Comedy,
Comet,Music,Original,1,Finished Airing,G - ALL AGES,5.98,470.0,99999,15484,776,3,-1,Unknown,0,0,,
Na Bbeun Sang Sa,Movie,Web Manga,1,Finished Airing,R+ - MILD NUDITY,5.98,347.0,99999,12394,1852,10,-1,Unknown,0,0,"Suspense, Hentai",
Implicity,Ova,Manga,2,Finished Airing,RX - HENTAI,5.98,2247.0,99999,8782,5541,30,-1,Unknown,0,0,Hentai,
"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",Ova,Visual Novel,1,Finished Airing,RX - HENTAI,5.98,1891.0,99999,8971,5221,7,-1,Unknown,0,0,Hentai,
Rasen Sokou no Dystopia,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,5.98,1872.0,99999,8663,5757,9,-1,Unknown,0,0,Hentai,
Oyome-sama Honey Days♥,Ova,Manga,2,Finished Airing,RX - HENTAI,5.98,1434.0,99999,9464,4462,8,-1,Unknown,0,0,Hentai,
Canary wa Kago no Naka,Ova,Manga,2,Finished Airing,RX - HENTAI,5.98,917.0,99999,11186,2648,5,-1,Unknown,0,0,Hentai,
Natural: Another,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,5.98,851.0,99999,11340,2537,2,-1,Unknown,0,0,Hentai,
Hitozuma Cosplay Kissa,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,5.98,2014.0,99999,8668,5757,6,-1,Unknown,0,0,Hentai,
Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,Ova,Visual Novel,1,Finished Airing,RX - HENTAI,5.98,1628.0,99999,9480,4438,20,-1,Unknown,0,0,"Fantasy, Hentai",
Vanquished Queens,Ova,Other,4,Finished Airing,R+ - MILD NUDITY,5.98,4532.0,10171,5721,15893,17,-1,Unknown,0,0,"Action, Adventure, Fantasy, Ecchi",
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,Ova,Visual Novel,3,Finished Airing,RX - HENTAI,5.98,1101.0,99999,10566,3175,3,-1,Unknown,0,0,Hentai,
Sailor Fuku Shinryou Tsumaka,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,5.98,1177.0,99999,9950,3866,3,-1,Unknown,0,0,Hentai,
Da Shi Jie,Movie,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),5.98,233.0,10209,14302,1078,0,-1,Unknown,0,0,Suspense,
Ange Vierge,Tv,Card Game,12,Finished Airing,R+ - MILD NUDITY,5.98,17133.0,10190,3144,57813,87,2016,Summer,1,1,"Action, Adventure, Fantasy, Sci-Fi",
Time Driver: Bokura ga Kaita Mirai,Movie,Original,1,Finished Airing,G - ALL AGES,5.98,253.0,10165,13229,1429,0,-1,Unknown,0,0,,
Cogimyun,Ona,Other,24,Finished Airing,G - ALL AGES,5.98,187.0,10200,16734,580,0,-1,Unknown,0,0,Fantasy,Kids
Toji no Miko: Kizamishi Issen no Tomoshibi PVs,Pv,Game,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,585.0,99999,11126,2697,2,-1,Unknown,0,0,"Action, Comedy",
Bai Niao,Movie,Unknown,1,Finished Airing,G - ALL AGES,5.98,253.0,10199,15270,827,0,-1,Unknown,0,0,,
He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,Cm,Light Novel,3,Finished Airing,G - ALL AGES,5.98,5346.0,99999,5898,14693,40,-1,Unknown,0,0,Comedy,
"Papa datte, Shitai",Ona,Manga,8,Finished Airing,RX - HENTAI,5.98,15524.0,99999,4129,34743,131,-1,Unknown,0,0,"Boys Love, Hentai",
Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,Tv,Original,26,Finished Airing,PG - CHILDREN,5.98,168.0,10201,14746,955,2,2017,Spring,1,1,"Comedy, Fantasy",
Donten,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,189.0,99999,19082,374,0,-1,Unknown,0,0,,
Sugar Bunnies: Taisetsu na Tomodachi e...,Special,Original,1,Finished Airing,G - ALL AGES,5.98,115.0,10163,17344,514,0,-1,Unknown,0,0,,Kids
Boku wa Koko de Ikiteiku,Music,Music,1,Finished Airing,G - ALL AGES,5.98,165.0,99999,18958,384,0,-1,Unknown,0,0,,Kids
Nanocore,Ona,Original,10,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,250.0,10189,14013,1154,1,-1,Unknown,0,0,Sci-Fi,
Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,Movie,Game,1,Finished Airing,G - ALL AGES,5.98,131.0,10196,17445,505,0,-1,Unknown,0,0,Drama,Kids
Kaigo to Ikiru,Ona,Original,1,Finished Airing,G - ALL AGES,5.98,197.0,10175,17438,505,0,-1,Unknown,0,0,Drama,
Kuuchuu Gunkan Atlantis,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,188.0,10180,16627,595,0,-1,Unknown,0,0,Action,
Watanuki-san Chi to,Tv,Other,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,160.0,10172,12137,2012,5,2020,Spring,1,1,Slice of Life,
Voltage,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,5.98,112.0,99999,21896,210,0,-1,Unknown,0,0,,
